10000001,reia:21.652991344315616,lunadei:19.820409880567304,pinti:19.14746540732488,luisina:18.644836550763067,brandoni:18.434115519447413,campoy:17.76117104620499,luppi:15.338990502015388,brando:12.653372003655084,que:11.894977641079976,federico:10.742349113600213,gianni:10.110109098055583,enrique:9.850458785935949,ana:9.775282150644246,galettini:9.57373270366244,1976:8.361509437757746,juan:8.098837433635573,argentina:7.953798614698405,luis:7.646860426742691,maria:5.928381898368849,argentine:4.058577338363469,carlos:3.7798483943090515,editor:3.0401515284855267,spanish:2.9692083275217134,image_size:1.3701158713905104,narrator:1.1799670194306195,budget:0.286193223652206,starring:0.25519156764102785,cast:0.2540127604060545,writer:0.23904044207902764,distributor:0.20430284744786784,cinematography:0.182583823735518,music:0.1675671228903468,caption:0.14545085918028047,runtime:0.127767002869991,country:0.12493801913495534,producer:0.12321749670640451,director:0.11592975672109682,links:0.07925582303812376,image:0.07786973207561361,external:0.07764427108746134,released:0.07447174080087617,name:0.07214163435745059,infobox:0.06151153983466272,film:0.035415118094854446
10000009,sofovich:27.9672548261446,fortirolo:23.039285705435507,hurto:23.039285705435507,raimundo:15.872247828523285,noche:15.098701878331262,hugo:12.639334361334743,espalter:10.133348491597863,rossetto:9.910204940283652,portales:8.686429508661536,palito:8.475120414994329,1976:8.361509437757746,cholo:8.118445471055598,argentina:7.953798614698405,erotica:7.781973234434385,cacho:7.758442737024191,garate:7.607619847289607,del:7.429967111323301,senora:7.076991596227436,juana:6.8656825025602295,carmelo:6.810112651405419,rojo:6.715621807984496,soto:6.383844415667491,ortega:6.332257046876998,cecilia:5.52070629077107,javier:5.484161420192996,la:5.440565539075689,sanchez:5.078696312084832,ethel:4.918412733988877,ricardo:4.7922111278668975,jorge:4.517486898314131,argentine:4.058577338363469,mario:3.603199992595493,editor:3.0401515284855267,spanish:2.9692083275217134,comedy:1.7878336968770994,image_size:1.3701158713905104,narrator:1.1799670194306195,directed:0.6113226964561715,budget:0.286193223652206,starring:0.25519156764102785,cast:0.2540127604060545,writer:0.23904044207902764,distributor:0.20430284744786784,cinematography:0.182583823735518,music:0.1675671228903468,by:0.14612889153345865,caption:0.14545085918028047,runtime:0.127767002869991,country:0.12493801913495534,producer:0.12321749670640451
10000012,toquen:21.652991344315616,nena:15.712162413176213,1976:8.361509437757746,argentina:7.953798614698405,la:5.440565539075689,argentine:4.058577338363469,no:3.1188884171951643,editor:3.0401515284855267,spanish:2.9692083275217134,image_size:1.3701158713905104,narrator:1.1799670194306195,a:0.3575040733466865,budget:0.286193223652206,starring:0.25519156764102785,cast:0.2540127604060545,writer:0.23904044207902764,distributor:0.20430284744786784,cinematography:0.182583823735518,music:0.1675671228903468,caption:0.14545085918028047,runtime:0.127767002869991,country:0.12493801913495534,producer:0.12321749670640451,director:0.11592975672109682,links:0.07925582303812376,image:0.07786973207561361,external:0.07764427108746134,released:0.07447174080087617,name:0.07214163435745059,infobox:0.06151153983466272,film:0.035415118094854446
10000017,dibujos:23.039285705435507,isla:14.201604489842309,falce:11.519642852717753,russa:9.217057759723707,ricutti:9.217057759723707,1976:8.361509437757746,savino:8.223805986713424,la:8.160848308613534,argentina:7.953798614698405,zucker:7.031006482985613,horacio:6.659830448356081,fabian:5.962814791018215,marcos:5.899241987000603,vicente:5.779849940538519,los:5.6439262409065805,raul:5.114414394686912,jesus:4.692013618214901,pedro:4.401626648252419,bruno:4.094284965690601,argentine:4.058577338363469,de:4.005842661714609,mario:3.603199992595493,editor:3.0401515284855267,spanish:2.9692083275217134,image_size:1.3701158713905104,narrator:1.1799670194306195,budget:0.286193223652206,starring:0.25519156764102785,cast:0.2540127604060545,references:0.2523622044082475,writer:0.23904044207902764,distributor:0.20430284744786784,cinematography:0.182583823735518,music:0.1675671228903468,caption:0.14545085918028047,runtime:0.127767002869991,country:0.12493801913495534,producer:0.12321749670640451,director:0.11592975672109682,links:0.07925582303812376,image:0.07786973207561361,external:0.07764427108746134,released:0.07447174080087617,name:0.07214163435745059,infobox:0.06151153983466272,film:0.035415118094854446
10000024,sostenes:20.842061128099285,guerra:11.887387499142873,1976:8.361509437757746,argentina:7.953798614698405,los:5.6439262409065805,la:5.440565539075689,argentine:4.058577338363469,de:4.005842661714609,editor:3.0401515284855267,spanish:2.9692083275217134,image_size:1.3701158713905104,narrator:1.1799670194306195,budget:0.286193223652206,starring:0.25519156764102785,writer:0.23904044207902764,distributor:0.20430284744786784,cinematography:0.182583823735518,music:0.1675671228903468,caption:0.14545085918028047,runtime:0.127767002869991,country:0.12493801913495534,producer:0.12321749670640451,director:0.11592975672109682,links:0.07925582303812376,image:0.07786973207561361,external:0.07764427108746134,released:0.07447174080087617,name:0.07214163435745059,infobox:0.06151153983466272,film:0.035415118094854446
10000030,piensan:23.039285705435507,eso:18.434115519447413,hombres:16.768297273577208,solo:9.80715533516987,1976:8.361509437757746,en:7.96762477983877,argentina:7.953798614698405,los:5.6439262409065805,argentine:4.058577338363469,editor:3.0401515284855267,spanish:2.9692083275217134,image_size:1.3701158713905104,narrator:1.1799670194306195,budget:0.286193223652206,starring:0.25519156764102785,cast:0.2540127604060545,writer:0.23904044207902764,distributor:0.20430284744786784,cinematography:0.182583823735518,music:0.1675671228903468,caption:0.14545085918028047,runtime:0.127767002869991,country:0.12493801913495534,producer:0.12321749670640451,director:0.11592975672109682,links:0.07925582303812376,image:0.07786973207561361,external:0.07764427108746134,released:0.07447174080087617,name:0.07214163435745059,infobox:0.06151153983466272,film:0.035415118094854446
10000038,grito:19.455766766979394,celina:14.850596580991304,vaner:9.121747579919383,seta:8.523910579163761,1976:8.361509437757746,aleman:8.341589022369806,barbero:8.023135291251272,argentina:7.953798614698405,mugica:7.908724940073528,llewelyn:7.830763398603817,el:7.726611372575139,alarcon:7.712980362947433,sola:7.100802244921154,selva:6.570882962339584,gallo:6.3378593024256675,alba:6.051582711582621,de:6.008763992571913,maria:5.928381898368849,pablo:4.9642859609070875,aldo:4.837534255267944,rosa:4.653751777834315,miguel:4.383955505689609,argentine:4.058577338363469,juan:4.049418716817787,angel:3.9600833567100526,carlos:3.7798483943090515,editor:3.0401515284855267,spanish:2.9692083275217134,david:1.848402665745305,image_size:1.3701158713905104,narrator:1.1799670194306195,budget:0.286193223652206,starring:0.25519156764102785,cast:0.2540127604060545,writer:0.23904044207902764,distributor:0.20430284744786784,cinematography:0.182583823735518,music:0.1675671228903468,caption:0.14545085918028047,runtime:0.127767002869991,country:0.12493801913495534,producer:0.12321749670640451,director:0.11592975672109682,links:0.07925582303812376,image:0.07786973207561361,external:0.07764427108746134,released:0.07447174080087617,name:0.07214163435745059,infobox:0.06151153983466272,film:0.035415118094854446
10000046,gordo:15.928589582456677,1976:8.361509437757746,argentina:7.953798614698405,el:7.726611372575139,america:5.831076578624438,argentine:4.058577338363469,de:4.005842661714609,editor:3.0401515284855267,spanish:2.9692083275217134,image_size:1.3701158713905104,narrator:1.1799670194306195,budget:0.286193223652206,starring:0.25519156764102785,cast:0.2540127604060545,writer:0.23904044207902764,distributor:0.20430284744786784,cinematography:0.182583823735518,music:0.1675671228903468,caption:0.14545085918028047,runtime:0.127767002869991,country:0.12493801913495534,producer:0.12321749670640451,director:0.11592975672109682,links:0.07925582303812376,image:0.07786973207561361,external:0.07764427108746134,released:0.07447174080087617,name:0.07214163435745059,infobox:0.06151153983466272,film:0.035415118094854446
10000053,bete:79.64294791228339,trapper:57.10092974435097,eve:41.56363265754714,tushingham:33.20306811139821,la:29.92311046491629,trap:25.597034820199347,traders:21.093019448956838,pearls:20.246874684756264,trader:18.192965212080153,settlement:16.976569887755662,reed:16.925593806790513,wilderness:16.730530432773154,rita:16.517845697965292,hayers:16.44761197342685,her:16.361719757510944,she:15.080390726040436,oliver:14.824205199061279,osborn:14.275232436087743,canoe:13.532105323222776,1966:12.891230501686747,hut:12.233930941690947,wolves:12.145810962102885,to:12.01414019783032,campone:11.519642852717753,goodwin:11.363824811103626,diamonds:11.206881580220635,jean:11.06445406480529,shall:10.884001218737437,hilltops:10.826495672157808,mute:10.683397477334305,barbarously:10.421030564049643,golland:10.421030564049643,sevenoaks:10.421030564049643,betes:10.133348491597863,106&nbsp:10.133348491597863,here:9.98786534686347,hobbled:9.727883383489697,gulping:9.727883383489697,mcreynolds:9.57373270366244,acquaints:9.57373270366244,snowshoes:9.57373270366244,hobbling:9.57373270366244,rough:9.392713460724131,chilcott:9.217057759723707,famished:9.217057759723707,jailbirds:9.121747579919383,goranson:9.034736202929752,auctioning:8.880585523102495,leg:8.850816013585995,london:8.817861259031627
10000061,arsenic:16.107813899836053,mecha:14.039666364774975,49th:13.243606105533683,suarez:12.233930941690947,ortiz:11.805743510102362,bailez:10.826495672157808,yesterday's:10.133348491597863,giustozzi:9.910204940283652,foreign:9.732799433644038,ordaz:9.727883383489697,martinez:9.488553523562722,guys:9.124290963681602,menta:9.034736202929752,submissions:8.894441904360763,mujica:8.747054130477972,academy:8.598516129026901,buhr:8.023135291251272,narciso:7.806070786013445,norberto:7.806070786013445,yesterdays:7.669495251007694,soffici:7.5683991341363255,ibanez:7.229183411569362,jose:6.70117940558082,augusto:5.735817670388015,mara:5.574222244111177,arturo:5.170503861337955,hector:4.837534255267944,rodriguez:4.726176720137743,used:4.687787851022378,pedro:4.401626648252419,best:4.390817705164021,miguel:4.383955505689609,list:4.374523709665091,110:4.253514073161302,garcia:4.223229583943833,nominee:4.220521390006953,argentine:4.058577338363469,argentina:3.9768993073492025,accepted:3.9358865520106407,laura:3.7651613052473696,mario:3.603199992595493,barbara:3.402628764980442,awards:3.378957929200936,no:3.1188884171951643,editor:3.0401515284855267,spanish:2.9692083275217134,martin:2.629645495432912,as:1.9890368569436094,award:1.9081131674961942,for:1.7093523700776165
10000067,palito:42.375602074971646,ortega:31.661285234384987,brigada:19.14746540732488,accion:17.90938699051243,carlos:15.119393577236206,mesa:13.731365005120459,1977:12.421904175268345,juan:12.14825615045336,brigadaenaccion:11.519642852717753,massoni:10.133348491597863,miglioranza:9.910204940283652,chimento:9.910204940283652,flami:9.217057759723707,fossati:8.686429508661536,golde:8.523910579163761,altavista:8.428600399359437,alberto:8.423540143908093,evangelina:8.341589022369806,redondo:8.118445471055598,en:7.96762477983877,argentina:7.953798614698405,raimundo:7.936123914261643,garate:7.607619847289607,solis:7.408768988544441,prado:6.810112651405419,bello:6.740519359606223,duarte:6.723852307121011,soto:6.383844415667491,blanca:6.349158857679601,coco:6.206436873675965,21:6.131204952613568,cullen:6.002189956253045,bach:5.955122445395059,marcelo:5.902871755051181,bala:5.558637513094479,andres:5.448905124715263,leonardo:5.405960672885522,july:5.333383931236343,moran:5.19887455846717,alfredo:4.969992110483942,nora:4.797013057862305,ricardo:4.7922111278668975,rodriguez:4.726176720137743,jorge:4.517486898314131,argentine:4.058577338363469,del:3.7149835556616506,christian:3.511277282404833,preceded:3.2407068504257732,90:3.219362662865089,daniel:3.072872125598061
